name,full_path,relative_path,directory,extension,size_bytes,size_mb,modified_date,created_date,ai_tags
SK_Tescao_Only_Head_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Only_Head_DRV.FBX,Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Only_Head_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone,.fbx,5375744,5.127,2023-08-18 10:35:20,2025-05-26 20:35:37,"Модель, анимация, работа, маленький, старый, драйвер., 3D"
Hair_Colour_Opacity.tga,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Full_Body_DRV.fbm\Hair_Colour_Opacity.tga,Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Full_Body_DRV.fbm\Hair_Colour_Opacity.tga,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Full_Body_DRV.fbm,.tga,67108908,64.0,2023-09-08 15:00:52,2025-05-26 20:35:37,"прозрачность, дизайн, изображение, маленький, старый, цвет волос, крупный"
tescao_body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Full_Bone\tescao_body.FBX,Teskao_Mesh\Mesh\Full_Bone\tescao_body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Full_Bone,.fbx,6258400,5.968,2023-08-16 16:46:51,2025-05-26 20:35:38,"формат FBX., Модель, анимация, работа, маленький, старый, 3D"
tescao_head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Full_Bone\tescao_head.FBX,Teskao_Mesh\Mesh\Full_Bone\tescao_head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Full_Bone,.fbx,53476112,50.999,2023-08-16 16:51:25,2025-05-26 20:35:38,"большой, Модель, работа, маленький, старый, формат FBX, 3D"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,5605984,5.346,2023-08-18 13:47:36,2025-05-26 20:35:38,"FBX, работа, маленький, старый, 3D-модель, анимация, крупный"
Door_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,6525408,6.223,2023-08-18 13:47:59,2025-05-26 20:35:38,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Hand_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,3120032,2.975,2023-08-18 13:48:08,2025-05-26 20:35:39,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Hand_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,3423632,3.265,2023-08-18 13:48:20,2025-05-26 20:35:39,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Hand_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,3159152,3.013,2023-08-18 13:48:28,2025-05-26 20:35:39,"риггинг, работа, маленький, старый, меш, анимация, 3D модель"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,3766064,3.592,2023-08-18 13:48:35,2025-05-26 20:35:39,"лестница, маленький, старый, ремеш, тело, 3D-модель, анимация"
Prohod_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,6251712,5.962,2023-08-18 13:48:41,2025-05-26 20:35:39,"Модель, маленький, старый, анатомия, анимация, 3D, игровая"
Prohod_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,4705136,4.487,2023-08-18 13:48:48,2025-05-26 20:35:39,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
SK_Tescao_body_DRV_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\SK_Tescao_body_DRV_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\SK_Tescao_body_DRV_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,3821408,3.644,2023-08-18 13:48:54,2025-05-26 20:35:39,"дизайн, Модель, анимация, маленький, старый, файл, 3D"
Turn_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,4565120,4.354,2023-08-18 13:49:08,2025-05-26 20:35:39,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Turn_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,5024832,4.792,2023-08-18 13:49:15,2025-05-26 20:35:39,"большой, работа, маленький, старый, разработка., 3D-модель, анимация"
Wear_Teskao_05_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Body_v01,.fbx,4723888,4.505,2023-08-18 13:49:22,2025-05-26 20:35:39,"Модель, маленький, старый, риг., одежда, анимация, 3D"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,4816400,4.593,2023-08-18 14:29:30,2025-05-26 20:35:39,"Модель, маленький, старый, графика, разработка., анимация, 3D"
Door_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Door_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Door_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,5735808,5.47,2023-08-18 14:29:36,2025-05-26 20:35:39,"работа, маленький, старый, файл, 3D-модель, анимация, крупный"
Hand_Teskao_02_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,2330432,2.222,2023-08-18 14:29:41,2025-05-26 20:35:39,"Модель, маленький, старый, графика, красота, анимация, 3D"
Hand_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,2634032,2.512,2023-08-18 14:29:45,2025-05-26 20:35:39,"косметика, Модель, глаза, маленький, старый, анимация, 3D"
Hand_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,2369568,2.26,2023-08-18 14:29:50,2025-05-26 20:35:39,"арт, Модель, графика, маленький, старый, анимация, 3D"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,2976464,2.839,2023-08-18 14:29:54,2025-05-26 20:35:39,"дизайн, ресурсы., графика, маленький, старый, 3D-модель, анимация"
Prohod_Teskao_02_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,5462112,5.209,2023-08-18 14:29:58,2025-05-26 20:35:40,"Модель, маленький, старый, графика, красота, анимация, 3D"
Prohod_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,3915536,3.734,2023-08-18 14:30:03,2025-05-26 20:35:40,"средний., Модель, маленький, старый, работа, анимация, 3D"
Turn_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,3775520,3.601,2023-08-18 14:30:08,2025-05-26 20:35:40,"объемный, Модель, графика, маленький, старый, анимация, 3D"
Turn_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,4235232,4.039,2023-08-18 14:30:12,2025-05-26 20:35:40,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Wear_Teskao_05_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_EyeLashes.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_EyeLashes.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeLashes_v01,.fbx,3934288,3.752,2023-08-18 14:30:16,2025-05-26 20:35:40,"дизайн, Модель, маленький, старый, файл, анимация, 3D"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,4774896,4.554,2023-08-18 13:54:11,2025-05-26 20:35:40,"Модель, маленький, старый, графика, разработка., анимация, 3D"
Door_Teskao_04_Re_Mesh_fix_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Door_Teskao_04_Re_Mesh_fix_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Door_Teskao_04_Re_Mesh_fix_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,5694304,5.431,2023-08-18 13:54:42,2025-05-26 20:35:40,"Модель, анимация, работа, маленький, старый, 3D, крупный"
Hand_Teskao_02_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,2288928,2.183,2023-08-18 13:54:48,2025-05-26 20:35:40,"работа, маленький, старый, глаз, меш, 3D-модель, анимация"
Hand_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,2592528,2.472,2023-08-18 13:54:53,2025-05-26 20:35:40,"средний., работа, маленький, старый, графика, 3D-модель, анимация"
Hand_Teskao_04_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,2328064,2.22,2023-08-18 13:55:04,2025-05-26 20:35:40,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,2934960,2.799,2023-08-18 13:55:09,2025-05-26 20:35:40,"дизайн, Модель, игра., маленький, старый, анимация, 3D"
Prohod_Teskao_02_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,5420608,5.169,2023-08-18 13:55:13,2025-05-26 20:35:41,"средний размер, мешь, работа, маленький, старый, 3D-модель, анимация"
Prohod_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,3874048,3.695,2023-08-18 13:55:18,2025-05-26 20:35:41,"большой, Модель, маленький, старый, работа, анимация, 3D"
Turn_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,3734016,3.561,2023-08-18 13:55:23,2025-05-26 20:35:41,"большой, работа, маленький, старый, важный., 3D-модель, анимация"
Turn_Teskao_04_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,4193728,3.999,2023-08-18 13:55:27,2025-05-26 20:35:41,"большой, Модель, маленький, старый, работа, анимация, 3D"
Wear_Teskao_05_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_eyeL.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_eyeL.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeL_v01,.fbx,3892784,3.712,2023-08-18 13:55:32,2025-05-26 20:35:41,"игровая графика, средний размер, работа., маленький, старый, 3D-модель, анимация"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,4774944,4.554,2023-08-18 14:08:25,2025-05-26 20:35:41,"Модель, маленький, старый, работа, крупный., анимация, 3D"
